"Datum,""Ticket Nummer"",""Knop Keuze"",""Balie"",""Tijd Start"",""Tijd Aangenomen"",""Wachttijd in sec"""
"2023-06-14,""151"",""1"",""5"",""11:49:53"",""11:50:08"",""15"""
"2023-06-14,""152"",""1"",""4"",""11:50:50"",""11:54:23"",""213"""
"2023-06-14,""153"",""1"",""4"",""11:51:10"",""11:56:03"",""293"""
"2023-06-14,""154"",""1"",""4"",""11:51:50"",""11:57:26"",""336"""
"2023-06-14,""155"",""1"",""4"",""11:58:40"",""11:59:56"",""76"""
"2023-06-14,""156"",""1"",""4"",""12:00:03"",""12:01:10"",""67"""
"2023-06-14,""157"",""1"",""4"",""12:03:49"",""12:04:47"",""58"""
"2023-06-14,""158"",""1"",""5"",""12:04:02"",""12:05:39"",""97"""
"2023-06-14,""159"",""1"",""5"",""12:07:47"",""12:07:50"",""3"""
"2023-06-14,""160"",""1"",""5"",""12:10:42"",""12:10:56"",""14"""
"2023-06-14,""161"",""1"",""4"",""12:10:50"",""12:12:31"",""101"""
"2023-06-14,""162"",""1"",""5"",""12:17:45"",""12:17:54"",""9"""
"2023-06-14,""163"",""1"",""4"",""12:19:37"",""12:20:01"",""24"""
"2023-06-14,""164"",""1"",""4"",""12:22:34"",""12:22:57"",""23"""
"2023-06-14,""165"",""1"",""4"",""12:24:58"",""12:25:50"",""52"""
"2023-06-14,""166"",""1"",""5"",""12:34:13"",""12:34:27"",""14"""
"2023-06-14,""167"",""1"",""5"",""12:36:05"",""12:36:14"",""9"""
"2023-06-14,""168"",""1"",""5"",""12:36:30"",""12:39:15"",""165"""
"2023-06-14,""169"",""1"",""5"",""12:39:27"",""12:41:01"",""94"""
"2023-06-14,""170"",""1"",""5"",""12:41:53"",""12:47:01"",""308"""
"2023-06-14,""171"",""1"",""4"",""12:42:57"",""12:47:07"",""250"""
"2023-06-14,""172"",""1"",""5"",""12:46:25"",""12:48:57"",""152"""
"2023-06-14,""173"",""1"",""5"",""12:47:08"",""12:49:53"",""165"""
"2023-06-14,""174"",""1"",""4"",""12:49:23"",""12:51:38"",""135"""
"2023-06-14,""175"",""1"",""5"",""12:49:55"",""12:52:17"",""142"""
"2023-06-14,""176"",""1"",""4"",""12:50:05"",""12:52:37"",""152"""
"2023-06-14,""177"",""1"",""3"",""12:50:15"",""12:53:17"",""182"""
"2023-06-14,""178"",""1"",""4"",""12:50:47"",""12:53:27"",""160"""
"2023-06-14,""179"",""1"",""4"",""12:54:39"",""12:55:20"",""41"""
"2023-06-14,""180"",""1"",""4"",""12:56:38"",""12:59:03"",""145"""
"2023-06-14,""181"",""1"",""4"",""12:58:48"",""13:01:45"",""177"""
"2023-06-14,""182"",""1"",""4"",""13:00:59"",""13:02:27"",""88"""
"2023-06-14,""183"",""1"",""4"",""13:03:05"",""13:03:44"",""39"""
"2023-06-14,""184"",""1"",""5"",""13:07:15"",""13:10:10"",""175"""
"2023-06-14,""185"",""1"",""5"",""13:18:07"",""13:18:38"",""31"""
"2023-06-14,""186"",""1"",""5"",""13:26:56"",""13:27:57"",""61"""
"2023-06-14,""187"",""1"",""5"",""13:27:04"",""13:29:34"",""150"""
"2023-06-14,""188"",""1"",""5"",""13:27:35"",""13:30:14"",""159"""
"2023-06-14,""189"",""1"",""5"",""13:28:46"",""13:32:44"",""238"""
"2023-06-14,""190"",""1"",""5"",""13:28:54"",""13:33:40"",""286"""
"2023-06-14,""191"",""1"",""5"",""13:29:21"",""13:34:28"",""307"""
"2023-06-14,""192"",""1"",""5"",""13:30:41"",""13:35:35"",""294"""
"2023-06-14,""193"",""1"",""5"",""13:31:47"",""13:36:36"",""289"""
"2023-06-14,""194"",""1"",""5"",""13:34:56"",""13:39:47"",""291"""
"2023-06-14,""195"",""1"",""5"",""13:35:45"",""13:40:48"",""303"""
"2023-06-14,""196"",""1"",""4"",""13:38:09"",""13:41:03"",""174"""
"2023-06-14,""197"",""1"",""4"",""13:41:26"",""13:44:25"",""179"""
"2023-06-14,""198"",""1"",""5"",""13:50:34"",""13:51:02"",""28"""
"2023-06-14,""199"",""1"",""5"",""14:02:07"",""14:02:19"",""12"""
"2023-06-14,""200"",""1"",""5"",""14:04:50"",""14:06:28"",""98"""
"2023-06-14,""201"",""1"",""4"",""14:05:47"",""14:08:11"",""144"""
"2023-06-14,""202"",""1"",""5"",""14:05:56"",""14:08:12"",""136"""
"2023-06-14,""203"",""1"",""5"",""14:07:42"",""14:09:17"",""95"""
"2023-06-14,""204"",""1"",""5"",""14:09:28"",""14:14:59"",""331"""
"2023-06-14,""205"",""1"",""5"",""14:10:33"",""14:21:24"",""651"""
"2023-06-14,""206"",""1"",""4"",""14:10:48"",""14:23:39"",""771"""
"2023-06-14,""207"",""1"",""4"",""14:13:42"",""14:23:48"",""606"""
"2023-06-14,""208"",""1"",""2"",""14:14:25"",""14:24:41"",""616"""
"2023-06-14,""209"",""1"",""5"",""14:18:49"",""14:24:55"",""366"""
"2023-06-14,""210"",""1"",""4"",""14:18:57"",""14:25:27"",""390"""
"2023-06-14,""211"",""1"",""2"",""14:20:22"",""14:25:39"",""317"""
"2023-06-14,""212"",""1"",""2"",""14:25:20"",""14:26:48"",""88"""
"2023-06-14,""213"",""1"",""2"",""14:26:49"",""14:27:37"",""48"""
"2023-06-14,""214"",""1"",""2"",""14:27:53"",""14:29:12"",""79"""
"2023-06-14,""215"",""1"",""5"",""14:28:02"",""14:29:37"",""95"""
"2023-06-14,""216"",""1"",""5"",""14:28:11"",""14:31:13"",""182"""
"2023-06-14,""217"",""1"",""2"",""14:30:24"",""14:31:22"",""58"""
"2023-06-14,""218"",""1"",""5"",""14:32:24"",""14:32:31"",""7"""
"2023-06-14,""219"",""1"",""5"",""14:33:48"",""14:33:53"",""5"""
"2023-06-14,""220"",""1"",""5"",""14:34:54"",""14:35:39"",""45"""
"2023-06-14,""221"",""1"",""2"",""14:37:40"",""14:41:07"",""207"""
"2023-06-14,""222"",""1"",""5"",""14:43:42"",""14:44:16"",""34"""
"2023-06-14,""223"",""1"",""2"",""14:46:19"",""14:47:29"",""70"""
"2023-06-14,""224"",""1"",""5"",""14:50:51"",""14:52:29"",""98"""
"2023-06-14,""225"",""1"",""5"",""14:52:16"",""14:53:47"",""91"""
"2023-06-14,""226"",""1"",""4"",""14:52:44"",""14:58:53"",""369"""
"2023-06-14,""227"",""1"",""5"",""14:53:16"",""14:59:45"",""389"""
"2023-06-14,""228"",""1"",""3"",""14:56:45"",""14:59:48"",""183"""
"2023-06-14,""229"",""1"",""4"",""14:57:33"",""14:59:49"",""136"""
"2023-06-14,""230"",""1"",""2"",""14:57:43"",""15:00:11"",""148"""
"2023-06-14,""231"",""1"",""3"",""15:00:05"",""15:01:06"",""61"""
"2023-06-14,""232"",""1"",""3"",""15:02:20"",""15:04:56"",""156"""
"2023-06-14,""233"",""1"",""3"",""15:02:44"",""15:06:26"",""222"""
"2023-06-14,""234"",""1"",""3"",""15:05:38"",""15:07:08"",""90"""
"2023-06-14,""235"",""1"",""5"",""15:05:54"",""15:08:29"",""155"""
"2023-06-14,""236"",""1"",""3"",""15:06:21"",""15:09:26"",""185"""
"2023-06-14,""237"",""1"",""4"",""15:06:31"",""15:11:59"",""328"""
"2023-06-14,""238"",""1"",""3"",""15:06:38"",""15:12:19"",""341"""
"2023-06-14,""239"",""1"",""3"",""15:07:59"",""15:13:50"",""351"""
"2023-06-14,""240"",""1"",""3"",""15:09:41"",""15:15:16"",""335"""
"2023-06-14,""241"",""1"",""3"",""15:10:19"",""15:16:21"",""362"""
"2023-06-14,""242"",""1"",""3"",""15:12:08"",""15:17:14"",""306"""
"2023-06-14,""243"",""1"",""4"",""15:16:50"",""15:17:22"",""32"""
"2023-06-14,""244"",""1"",""3"",""15:17:25"",""15:18:10"",""45"""
"2023-06-14,""245"",""1"",""5"",""15:25:18"",""15:27:34"",""136"""
"2023-06-14,""246"",""1"",""4"",""15:27:14"",""15:29:45"",""151"""
"2023-06-14,""247"",""1"",""4"",""15:30:15"",""15:30:40"",""25"""
"2023-06-14,""248"",""1"",""4"",""15:33:14"",""15:35:32"",""138"""
"2023-06-14,""249"",""1"",""4"",""15:36:48"",""15:36:51"",""3"""
"2023-06-14,""250"",""1"",""5"",""15:39:00"",""15:39:23"",""23"""
"2023-06-14,""251"",""1"",""3"",""15:39:09"",""15:40:23"",""74"""
"2023-06-14,""252"",""1"",""3"",""15:39:34"",""15:41:21"",""107"""
"2023-06-14,""253"",""1"",""5"",""15:39:43"",""15:41:21"",""98"""
"2023-06-14,""254"",""1"",""3"",""15:39:53"",""15:45:48"",""355"""
"2023-06-14,""255"",""1"",""2"",""15:40:01"",""15:49:29"",""568"""
"2023-06-14,""256"",""1"",""4"",""15:41:03"",""15:49:53"",""530"""
"2023-06-14,""257"",""1"",""5"",""15:43:17"",""15:50:11"",""414"""
"2023-06-14,""258"",""1"",""2"",""15:44:37"",""15:50:15"",""338"""
"2023-06-14,""259"",""1"",""5"",""15:44:45"",""15:50:39"",""354"""
"2023-06-14,""260"",""1"",""2"",""15:48:04"",""15:50:54"",""170"""
"2023-06-14,""261"",""1"",""4"",""15:48:52"",""15:50:55"",""123"""
"2023-06-14,""262"",""1"",""5"",""15:51:18"",""15:54:31"",""193"""
"2023-06-14,""263"",""1"",""5"",""15:53:59"",""15:59:29"",""330"""
"2023-06-14,""264"",""1"",""5"",""16:00:55"",""16:09:23"",""508"""
"2023-06-14,""265"",""1"",""4"",""16:06:15"",""16:10:26"",""251"""
"2023-06-14,""266"",""1"",""3"",""16:06:41"",""16:10:45"",""244"""
"2023-06-14,""267"",""1"",""3"",""16:07:33"",""16:11:31"",""238"""
"2023-06-14,""268"",""1"",""5"",""16:08:17"",""16:12:14"",""237"""
"2023-06-14,""269"",""1"",""5"",""16:09:11"",""16:12:45"",""214"""
"2023-06-14,""270"",""1"",""3"",""16:09:20"",""16:13:47"",""267"""
"2023-06-14,""271"",""1"",""5"",""16:10:00"",""16:13:57"",""237"""
"2023-06-14,""272"",""1"",""5"",""16:12:28"",""16:16:09"",""221"""
"2023-06-14,""273"",""1"",""5"",""16:16:58"",""16:17:11"",""13"""
"2023-06-14,""274"",""1"",""5"",""16:17:06"",""16:18:15"",""69"""
"2023-06-14,""275"",""1"",""3"",""16:20:03"",""16:24:40"",""277"""
"2023-06-14,""276"",""1"",""3"",""16:21:15"",""16:26:01"",""286"""
"2023-06-14,""277"",""1"",""3"",""16:21:49"",""16:27:03"",""314"""
"2023-06-14,""278"",""1"",""4"",""16:24:00"",""16:28:06"",""246"""
"2023-06-14,""279"",""1"",""5"",""16:24:37"",""16:29:23"",""286"""
"2023-06-14,""280"",""1"",""5"",""16:27:24"",""16:34:11"",""407"""
"2023-06-14,""281"",""1"",""5"",""16:28:21"",""16:34:59"",""398"""
"2023-06-14,""282"",""1"",""2"",""16:29:16"",""16:35:30"",""374"""
"2023-06-14,""283"",""1"",""2"",""16:29:24"",""16:35:38"",""374"""
"2023-06-14,""284"",""1"",""5"",""16:29:33"",""16:36:28"",""415"""
"2023-06-14,""285"",""1"",""2"",""16:29:42"",""16:37:17"",""455"""
"2023-06-14,""286"",""1"",""5"",""16:31:17"",""16:38:02"",""405"""
"2023-06-14,""287"",""1"",""5"",""16:34:02"",""16:41:38"",""456"""
"2023-06-14,""288"",""1"",""2"",""16:34:10"",""16:42:47"",""517"""
"2023-06-14,""289"",""1"",""5"",""16:37:13"",""16:43:21"",""368"""
"2023-06-14,""290"",""1"",""2"",""16:39:40"",""16:44:13"",""273"""
"2023-06-14,""291"",""1"",""2"",""16:41:11"",""16:47:19"",""368"""
"2023-06-14,""292"",""1"",""2"",""16:41:21"",""16:48:16"",""415"""
"2023-06-14,""293"",""1"",""3"",""16:41:53"",""16:48:21"",""388"""
"2023-06-14,""294"",""1"",""5"",""16:45:37"",""16:49:34"",""237"""
"2023-06-14,""295"",""1"",""2"",""16:46:14"",""16:49:41"",""207"""
"2023-06-14,""296"",""1"",""2"",""16:47:10"",""16:50:57"",""227"""
"2023-06-14,""297"",""1"",""5"",""16:47:23"",""16:52:01"",""278"""
"2023-06-14,""298"",""1"",""2"",""16:47:48"",""16:54:40"",""412"""
"2023-06-14,""299"",""1"",""5"",""16:49:42"",""16:54:40"",""298"""
"2023-06-14,""300"",""1"",""5"",""16:52:06"",""16:57:17"",""311"""
"2023-06-14,""301"",""1"",""2"",""16:53:18"",""16:59:20"",""362"""
"2023-06-14,""302"",""1"",""5"",""16:53:53"",""16:59:57"",""364"""
"2023-06-14,""303"",""1"",""3"",""16:55:33"",""17:03:03"",""450"""
"2023-06-14,""304"",""1"",""4"",""16:56:57"",""17:03:52"",""415"""
"2023-06-14,""305"",""1"",""2"",""16:57:20"",""17:05:25"",""485"""
"2023-06-14,""306"",""1"",""4"",""16:58:29"",""17:05:25"",""416"""
"2023-06-14,""307"",""1"",""5"",""16:59:37"",""17:06:38"",""421"""
"2023-06-14,""308"",""1"",""4"",""16:59:37"",""17:06:56"",""439"""
"2023-06-14,""309"",""1"",""5"",""17:02:36"",""17:06:56"",""260"""
"2023-06-14,""310"",""1"",""2"",""17:03:12"",""17:07:43"",""271"""
"2023-06-14,""311"",""1"",""2"",""17:03:41"",""17:09:24"",""343"""
"2023-06-14,""312"",""1"",""2"",""17:04:20"",""17:09:46"",""326"""
"2023-06-14,""313"",""1"",""4"",""17:05:58"",""17:11:03"",""305"""
"2023-06-14,""314"",""1"",""4"",""17:08:08"",""17:13:15"",""307"""
"2023-06-14,""315"",""1"",""2"",""17:12:31"",""17:13:21"",""50"""
"2023-06-14,""316"",""1"",""4"",""17:13:37"",""17:14:00"",""23"""
"2023-06-14,""317"",""1"",""4"",""17:15:22"",""17:16:38"",""76"""
"2023-06-14,""318"",""1"",""2"",""17:16:40"",""17:18:22"",""102"""
"2023-06-14,""319"",""1"",""2"",""17:17:55"",""17:19:21"",""86"""
"2023-06-14,""320"",""1"",""4"",""17:19:00"",""17:20:30"",""90"""
"2023-06-14,""321"",""1"",""4"",""17:20:18"",""17:21:53"",""95"""
"2023-06-14,""322"",""1"",""2"",""17:20:56"",""17:23:32"",""156"""
"2023-06-14,""323"",""1"",""4"",""17:21:05"",""17:23:44"",""159"""
"2023-06-14,""324"",""1"",""4"",""17:21:14"",""17:24:53"",""219"""
"2023-06-14,""325"",""1"",""2"",""17:22:02"",""17:28:16"",""374"""
"2023-06-14,""326"",""1"",""2"",""17:23:03"",""17:29:47"",""404"""
"2023-06-14,""327"",""1"",""2"",""17:30:19"",""17:31:15"",""56"""
"2023-06-14,""328"",""1"",""4"",""17:34:56"",""17:38:05"",""189"""
"2023-06-14,""329"",""1"",""2"",""17:37:42"",""17:38:32"",""50"""
"2023-06-14,""330"",""1"",""4"",""17:37:55"",""17:42:12"",""257"""
"2023-06-14,""331"",""1"",""4"",""17:38:21"",""17:42:22"",""241"""
"2023-06-14,""332"",""1"",""4"",""17:39:38"",""17:43:18"",""220"""
"2023-06-14,""333"",""1"",""3"",""17:39:48"",""17:43:53"",""245"""
"2023-06-14,""334"",""1"",""4"",""17:41:32"",""17:44:05"",""153"""
"2023-06-14,""335"",""1"",""4"",""17:45:24"",""17:45:38"",""14"""
"2023-06-14,""336"",""1"",""4"",""17:55:22"",""17:56:14"",""52"""
"2023-06-15,""101"",""1"",""4"",""08:35:08"",""08:38:22"",""194"""
"2023-06-15,""102"",""1"",""4"",""08:36:40"",""08:38:33"",""113"""
"2023-06-15,""103"",""1"",""5"",""08:39:36"",""08:39:46"",""10"""
"2023-06-15,""104"",""1"",""5"",""08:44:51"",""08:47:38"",""167"""
"2023-06-15,""105"",""1"",""3"",""08:48:50"",""08:54:33"",""343"""
"2023-06-15,""106"",""1"",""5"",""08:53:11"",""08:55:01"",""110"""
"2023-06-15,""107"",""1"",""3"",""09:13:33"",""09:14:17"",""44"""
"2023-06-15,""108"",""1"",""5"",""09:13:44"",""09:15:15"",""91"""
"2023-06-15,""109"",""1"",""5"",""09:14:49"",""09:16:48"",""119"""
"2023-06-15,""110"",""1"",""5"",""09:24:34"",""09:24:47"",""13"""
"2023-06-15,""111"",""1"",""5"",""09:40:56"",""09:41:14"",""18"""
"2023-06-15,""112"",""1"",""5"",""09:42:38"",""09:46:14"",""216"""
"2023-06-15,""113"",""1"",""5"",""09:46:46"",""09:48:06"",""80"""
"2023-06-15,""114"",""1"",""5"",""09:56:16"",""09:57:42"",""86"""
"2023-06-15,""115"",""1"",""5"",""09:58:28"",""10:01:52"",""204"""
"2023-06-15,""116"",""1"",""5"",""10:10:22"",""10:14:36"",""254"""
"2023-06-15,""117"",""1"",""5"",""10:16:25"",""10:22:33"",""368"""
"2023-06-15,""118"",""1"",""5"",""10:22:10"",""10:23:07"",""57"""
"2023-06-15,""119"",""1"",""5"",""10:22:55"",""10:25:19"",""144"""
"2023-06-15,""120"",""1"",""3"",""10:34:26"",""10:37:24"",""178"""
"2023-06-15,""121"",""1"",""5"",""10:44:51"",""10:48:31"",""220"""
"2023-06-15,""122"",""1"",""5"",""10:47:23"",""10:48:32"",""69"""
"2023-06-15,""123"",""1"",""3"",""10:52:42"",""11:00:58"",""496"""
"2023-06-15,""124"",""1"",""3"",""10:59:55"",""11:01:03"",""68"""
"2023-06-15,""125"",""1"",""5"",""11:13:57"",""11:14:02"",""5"""
"2023-06-15,""126"",""1"",""5"",""11:16:22"",""11:17:09"",""47"""
"2023-06-15,""127"",""1"",""5"",""11:22:20"",""11:22:41"",""21"""
"2023-06-15,""128"",""1"",""3"",""11:23:52"",""11:28:58"",""306"""
"2023-06-15,""129"",""1"",""3"",""11:24:21"",""11:30:31"",""370"""
"2023-06-15,""130"",""1"",""5"",""11:24:29"",""11:34:41"",""612"""
"2023-06-15,""131"",""1"",""2"",""11:25:15"",""11:39:17"",""842"""
"2023-06-15,""132"",""1"",""5"",""11:29:15"",""11:40:00"",""645"""
"2023-06-15,""133"",""1"",""2"",""11:32:33"",""11:41:21"",""528"""
"2023-06-15,""134"",""1"",""5"",""11:36:09"",""11:41:37"",""328"""
"2023-06-15,""135"",""1"",""5"",""11:36:38"",""11:42:28"",""350"""
"2023-06-15,""136"",""1"",""4"",""11:37:45"",""11:43:12"",""327"""
"2023-06-15,""137"",""1"",""4"",""11:38:37"",""11:44:38"",""361"""
"2023-06-15,""138"",""1"",""4"",""11:39:35"",""11:49:00"",""565"""
"2023-06-15,""139"",""1"",""5"",""11:42:42"",""11:51:01"",""499"""
"2023-06-15,""140"",""1"",""5"",""11:50:04"",""11:51:46"",""102"""
"2023-06-15,""141"",""1"",""5"",""11:51:08"",""11:52:23"",""75"""
"2023-06-15,""142"",""1"",""4"",""11:53:15"",""11:55:06"",""111"""
"2023-06-15,""143"",""1"",""4"",""11:53:23"",""11:55:31"",""128"""
"2023-06-15,""144"",""1"",""4"",""11:53:34"",""11:57:18"",""224"""
"2023-06-15,""145"",""1"",""5"",""11:54:28"",""11:57:22"",""174"""
"2023-06-15,""146"",""1"",""3"",""11:55:26"",""11:57:30"",""124"""
"2023-06-15,""147"",""1"",""4"",""11:58:34"",""11:59:44"",""70"""
"2023-06-15,""148"",""1"",""4"",""11:59:35"",""12:06:25"",""410"""
"2023-06-15,""149"",""1"",""3"",""12:02:55"",""12:07:13"",""258"""
"2023-06-15,""150"",""1"",""4"",""12:04:45"",""12:09:01"",""256"""
"2023-06-15,""151"",""1"",""3"",""12:09:41"",""12:15:20"",""339"""
"2023-06-15,""152"",""1"",""3"",""12:11:21"",""12:16:13"",""292"""
"2023-06-15,""153"",""1"",""3"",""12:17:12"",""12:17:49"",""37"""
"2023-06-15,""154"",""1"",""5"",""12:17:56"",""12:21:43"",""227"""
"2023-06-15,""155"",""1"",""3"",""12:22:58"",""12:23:36"",""38"""
"2023-06-15,""156"",""1"",""5"",""12:23:44"",""12:26:04"",""140"""
"2023-06-15,""157"",""1"",""3"",""12:25:54"",""12:27:27"",""93"""
"2023-06-15,""158"",""1"",""5"",""12:30:45"",""12:33:30"",""165"""
"2023-06-15,""159"",""1"",""5"",""12:37:24"",""12:38:08"",""44"""
"2023-06-15,""160"",""1"",""5"",""12:47:01"",""12:48:14"",""73"""
"2023-06-15,""161"",""1"",""3"",""12:47:33"",""12:51:22"",""229"""
"2023-06-15,""162"",""1"",""3"",""12:51:44"",""12:52:20"",""36"""
"2023-06-15,""163"",""1"",""3"",""12:55:13"",""12:56:17"",""64"""
"2023-06-15,""164"",""1"",""5"",""12:59:01"",""12:59:19"",""18"""
"2023-06-15,""165"",""1"",""4"",""12:59:12"",""13:02:36"",""204"""
"2023-06-15,""166"",""1"",""4"",""13:00:54"",""13:08:14"",""440"""
"2023-06-15,""167"",""1"",""4"",""13:01:50"",""13:12:46"",""656"""
"2023-06-15,""168"",""1"",""4"",""13:06:40"",""13:13:56"",""436"""
"2023-06-15,""169"",""1"",""4"",""13:12:55"",""13:14:44"",""109"""
"2023-06-15,""170"",""1"",""3"",""13:15:02"",""13:17:44"",""162"""
"2023-06-15,""171"",""1"",""4"",""13:15:17"",""13:17:45"",""148"""
"2023-06-15,""172"",""1"",""4"",""13:18:15"",""13:19:46"",""91"""
"2023-06-15,""173"",""1"",""5"",""13:21:54"",""13:24:53"",""179"""
"2023-06-15,""174"",""1"",""3"",""13:22:43"",""13:25:56"",""193"""
"2023-06-15,""175"",""1"",""5"",""13:22:54"",""13:26:05"",""191"""
"2023-06-15,""176"",""1"",""5"",""13:24:14"",""13:28:19"",""245"""
"2023-06-15,""177"",""1"",""3"",""13:25:10"",""13:28:42"",""212"""
"2023-06-15,""178"",""1"",""3"",""13:28:22"",""13:29:32"",""70"""
"2023-06-15,""179"",""1"",""3"",""13:29:19"",""13:33:41"",""262"""
"2023-06-15,""180"",""1"",""5"",""13:29:33"",""13:34:29"",""296"""
"2023-06-15,""181"",""1"",""5"",""13:31:25"",""13:35:08"",""223"""
"2023-06-15,""182"",""1"",""3"",""13:32:30"",""13:36:26"",""236"""
"2023-06-15,""183"",""1"",""3"",""13:39:02"",""13:42:52"",""230"""
"2023-06-15,""184"",""1"",""3"",""13:43:27"",""13:45:28"",""121"""
"2023-06-15,""185"",""1"",""3"",""13:44:21"",""13:50:47"",""386"""
"2023-06-15,""186"",""1"",""5"",""13:44:29"",""13:51:30"",""421"""
"2023-06-15,""187"",""1"",""3"",""13:45:47"",""13:53:18"",""451"""
"2023-06-15,""188"",""1"",""5"",""13:47:07"",""13:54:05"",""418"""
"2023-06-15,""189"",""1"",""3"",""13:51:12"",""13:54:07"",""175"""
"2023-06-15,""190"",""1"",""3"",""13:52:30"",""13:54:57"",""147"""
"2023-06-15,""191"",""1"",""5"",""13:53:37"",""13:57:20"",""223"""
"2023-06-15,""192"",""1"",""3"",""14:00:21"",""14:01:21"",""60"""
"2023-06-15,""193"",""1"",""3"",""14:01:16"",""14:04:52"",""216"""
"2023-06-15,""194"",""1"",""4"",""14:04:05"",""14:06:45"",""160"""
"2023-06-15,""195"",""1"",""4"",""14:04:15"",""14:09:36"",""321"""
"2023-06-15,""196"",""1"",""4"",""14:05:02"",""14:10:44"",""342"""
"2023-06-15,""197"",""1"",""4"",""14:08:58"",""14:11:27"",""149"""
"2023-06-15,""198"",""1"",""3"",""14:09:42"",""14:12:10"",""148"""
"2023-06-15,""199"",""1"",""4"",""14:10:55"",""14:14:10"",""195"""
"2023-06-15,""200"",""1"",""2"",""14:12:30"",""14:14:21"",""111"""
"2023-06-15,""201"",""1"",""3"",""14:12:38"",""14:14:52"",""134"""
"2023-06-15,""202"",""1"",""3"",""14:17:11"",""14:17:21"",""10"""
"2023-06-15,""203"",""1"",""4"",""14:21:31"",""14:23:58"",""147"""
"2023-06-15,""204"",""1"",""3"",""14:22:29"",""14:24:19"",""110"""
"2023-06-15,""205"",""1"",""5"",""14:25:15"",""14:25:48"",""33"""
"2023-06-15,""206"",""1"",""5"",""14:28:28"",""14:29:10"",""42"""
"2023-06-15,""207"",""1"",""3"",""14:32:21"",""14:32:46"",""25"""
"2023-06-15,""208"",""1"",""5"",""14:32:29"",""14:34:34"",""125"""
"2023-06-15,""209"",""1"",""5"",""14:40:00"",""14:40:41"",""41"""
"2023-06-15,""210"",""1"",""3"",""14:40:52"",""14:41:13"",""21"""
"2023-06-15,""211"",""1"",""5"",""14:41:01"",""14:44:02"",""181"""
"2023-06-15,""212"",""1"",""3"",""14:41:19"",""14:44:28"",""189"""
"2023-06-15,""213"",""1"",""5"",""14:43:05"",""14:45:35"",""150"""
"2023-06-15,""214"",""1"",""4"",""14:43:13"",""14:48:05"",""292"""
"2023-06-15,""215"",""1"",""5"",""14:47:11"",""14:50:49"",""218"""
"2023-06-15,""216"",""1"",""3"",""14:48:58"",""14:53:53"",""295"""
"2023-06-15,""217"",""1"",""4"",""14:49:58"",""14:54:31"",""273"""
"2023-06-15,""218"",""1"",""4"",""14:51:58"",""14:58:16"",""378"""
"2023-06-15,""219"",""1"",""2"",""14:55:44"",""15:01:33"",""349"""
"2023-06-15,""220"",""1"",""3"",""14:57:45"",""15:01:36"",""231"""
"2023-06-15,""221"",""1"",""5"",""14:58:57"",""15:01:45"",""168"""
"2023-06-15,""222"",""1"",""4"",""14:59:05"",""15:01:52"",""167"""
"2023-06-15,""223"",""1"",""5"",""15:00:25"",""15:04:10"",""225"""
"2023-06-15,""224"",""1"",""4"",""15:00:55"",""15:04:16"",""201"""
"2023-06-15,""225"",""1"",""5"",""15:02:42"",""15:04:49"",""127"""
"2023-06-15,""226"",""1"",""2"",""15:02:58"",""15:04:54"",""116"""
"2023-06-15,""227"",""1"",""3"",""15:06:33"",""15:06:48"",""15"""
"2023-06-15,""228"",""1"",""4"",""15:07:59"",""15:09:19"",""80"""
"2023-06-15,""229"",""1"",""4"",""15:09:03"",""15:11:09"",""126"""
"2023-06-15,""230"",""1"",""4"",""15:16:29"",""15:17:18"",""49"""
"2023-06-15,""231"",""1"",""2"",""15:17:49"",""15:19:41"",""112"""
"2023-06-15,""232"",""1"",""3"",""15:18:27"",""15:30:16"",""709"""
"2023-06-15,""233"",""1"",""3"",""15:22:13"",""15:32:17"",""604"""
"2023-06-15,""234"",""1"",""3"",""15:22:20"",""15:32:48"",""628"""
"2023-06-15,""235"",""1"",""5"",""15:23:32"",""15:33:08"",""576"""
"2023-06-15,""236"",""1"",""3"",""15:27:55"",""15:34:44"",""409"""
"2023-06-15,""237"",""1"",""5"",""15:28:37"",""15:36:19"",""462"""
"2023-06-15,""238"",""1"",""3"",""15:39:16"",""15:41:30"",""134"""
"2023-06-15,""239"",""1"",""5"",""15:39:26"",""15:41:36"",""130"""
"2023-06-15,""240"",""1"",""5"",""15:39:38"",""15:52:08"",""750"""
"2023-06-15,""241"",""1"",""4"",""15:42:37"",""15:52:27"",""590"""
"2023-06-15,""242"",""1"",""5"",""15:46:46"",""15:53:10"",""384"""
"2023-06-15,""243"",""1"",""4"",""15:51:52"",""15:53:47"",""115"""
"2023-06-15,""244"",""1"",""5"",""15:52:03"",""15:54:01"",""118"""
"2023-06-15,""245"",""1"",""4"",""15:52:39"",""15:57:28"",""289"""
"2023-06-15,""246"",""1"",""5"",""15:54:38"",""15:59:11"",""273"""
"2023-06-15,""247"",""1"",""4"",""15:55:07"",""16:02:47"",""460"""
"2023-06-15,""248"",""1"",""4"",""15:56:15"",""16:03:38"",""443"""
"2023-06-15,""249"",""1"",""5"",""15:59:06"",""16:06:19"",""433"""
"2023-06-15,""250"",""1"",""5"",""15:59:50"",""16:08:11"",""501"""
"2023-06-15,""251"",""1"",""5"",""16:02:16"",""16:08:17"",""361"""
"2023-06-15,""252"",""1"",""5"",""16:03:10"",""16:09:04"",""354"""
"2023-06-15,""253"",""1"",""4"",""16:06:43"",""16:10:47"",""244"""
